diff_type,key_columns,key_values_json,before_row_hash,after_row_hash,changed_columns
changed,PO Number,"[""S:00307990""]",464b6ba111076a07c8a35371704148eb0b2abeb16d5ae3b0de49a5088ed7043d,dd7ba50b3a6e6b7d298ea5bc8233910aaab1ba2ef7cda1b5c505199b3a8c9a90,DateLastChanged
changed,PO Number,"[""S:00308007""]",aacf9db517388c96fc0afced6d329a6372fc474f7762073fabab5d48944e4353,bc05b466b1829d8a99b0992d657c7fdd45eced1b42c9a071989e0c50d805dc3f,DateLastChanged
changed,PO Number,"[""S:00308009""]",639d86ff2cb6688f3860c25737d52e745da1d7af68bd5292f94812325209ebc1,b03c24d4a4cb505c5c89ee9099ba90d32ca65e9c797d2de3f0066cdbb36daa62,DateLastChanged
changed,PO Number,"[""S:00308010""]",8f1e18dd8c20a623e340d2f6e44cd05880525f20eccd30958f834fd27d63eee0,ebf5d868e8b329516562f9a90d10c686244abaac4c76d0dc98b21606fbef1d14,DateLastChanged
changed,PO Number,"[""S:00403""]",5f7b7ac22b54c653aa9e0dd52a77f58f6cfcacd71ae8cc76820887f14adde02b,ddace17f7d73547012e73bd2053c537d113a729ebe92c816ce6355c715344afa,DateLastChanged
changed,PO Number,"[""S:004582""]",6b52aa2859c5bce9ae635d61c96f329a92a29a96a6550394c1077f416d5c1120,8d00c061d68899c6cd83daa2ef4de6a6c3413c93aea0dea7a6343c78a2f29ab9,DateLastChanged
changed,PO Number,"[""S:0063""]",f7b91862b6e1979f7bf97b2e09df295e6db8b870682afe57323a44db8d34db83,667b054346d6fca26eab97f4fe27970d4a2658f34e608e58539ed6c9e3c06f13,DateLastChanged
changed,PO Number,"[""S:006593F""]",be269c27865ca2d657a4b96614dd5f50e17f2049e39e1146007d743dcf7834c6,3aad9214f29ae24741c526c00769287f3ef01c7ab820c7f9b372d11a128adc06,DateLastChanged
changed,PO Number,"[""S:00675742""]",7b8822148a9be5c0e19212f3c46cdb742afa5722da8f93b5583d2edf4d4fb878,fec09f2bbaf6655c35e26989f2a74315cd2fbc1a1f238884ade365c064789fe7,DateLastChanged
changed,PO Number,"[""S:00825""]",ea5aed4952fb787646643adf52ea6c1485cb51f8b0639416bc1d8c63a4e8a81c,840c348e47718cfe5453a1506e66656dc8b070538aea621478db957e59c73058,DateLastChanged
changed,PO Number,"[""S:00875""]",abefb4b4485b74be8ab28274e1f65afa679c6f1d3b9cd6da5164c820a96f3a4a,0b9e3283f8bc4b0da622aefcbc6386573825fa35304a339c48293f7450e45b67,DateLastChanged
changed,PO Number,"[""S:010071""]",e6ffd4ffa87d799fa7f38903e33f210892d27dd441565604652be83f4899a0b4,30e91a2b0f786d32d7d1fd42aed407e3d8aecbf971c28d9f728539e6b01d7877,DateLastChanged
changed,PO Number,"[""S:0103""]",04fbd37c7bda0916ee9f4c98a931b278ae2276fbd6b2c8baddc532cdd909de49,3a69e1413db1b80995835124bb2131284622c150d58bd94be163406cc8d39e9a,DateLastChanged
changed,PO Number,"[""S:011088""]",311bedbc01b6632e147fa6e383d31ce1f9254dc3d6fbc9b7015092d4954080a4,06ded24561f93b158d83a16cb961eb517c0cb314f6fcaef61b8f39b3d61068e4,DateLastChanged
changed,PO Number,"[""S:011187""]",738154c1c6b1c980ba801be36fa44fa12c6b51f5fc3723b441d2467cf73d80f6,1148b622e16af4a77239c66d3648c9eb803ccaf2ed80d5ca2805e169d086c2e7,DateLastChanged
changed,PO Number,"[""S:01122""]",65597a2ec6061665ca1d16e576ec4d84258208506a0a47a1884aa7a8a8fd6428,9b3eadf478bc7aa4c0bef6368e43915a79322df5b3436b4c9bd510f0131c9430,DateLastChanged
changed,PO Number,"[""S:011558""]",c83a01a56dd3ab903970cd97510ff78b31a2f0095d722734adab431dd7815e37,9217c912438cb6b21dc6c002b61c19dbe8d38083eb2aeaaa0c576339a0565bfb,DateLastChanged
changed,PO Number,"[""S:012154""]",b36fbfc841174c9426157c08a030b89338fab76a53ce966dd88e48f63594fbd1,25879b489864ad6dbc32458e22f9e82b6e663e309a2df17168f0593cf27be577,DateLastChanged
changed,PO Number,"[""S:012669""]",9fbe0c8c252877ccdd64dc338cfe04acf511ee7ab067aea731006347d54bb94c,18ce5ba2df8f6f6f38ac689ce04c5355c91f0f9add1e81e20e3fe9ab0ab6a931,DateLastChanged
changed,PO Number,"[""S:0128692""]",fca74054daaa4d882c732f9ded003f610459467422583a9eb060f824fa09d393,56fc0ecc5ebed8468dd7e748f52c4395c404ddb022351d024efd958c4e4b0996,DateLastChanged
changed,PO Number,"[""S:01392""]",5e68f5356c098e7ab1c47a6a366d8cb14e3b3531082e0cbac9704c03ecf846bc,bf51ffac12dd68beef74d26e3656d3cc90191c85eadf50d135251c96c76d1e60,DateLastChanged
changed,PO Number,"[""S:01394""]",6a1b7788d69cc8294b2adf9185805a98f9d8072c67245d8f3060c5344e70aad3,0d87cc057a381a58830c21bcf857acbbceb5c06c47e18275ac1a3bf37a425756,DateLastChanged
changed,PO Number,"[""S:01395""]",d65778088157b9c117dd3d942d1056412a78070fe802c0ff0d51b0029657bc6a,5a9392f1e31dd763fb0693f1437f2e984adf43f174b08afe36be3e830287ccfe,DateLastChanged
changed,PO Number,"[""S:01411""]",ff2f4f875eedaa380561e33371de68fae786b33f00ceb89066e6fcfef5fd7fcb,a2d4438d9595fd311dfb318309cdd25f14beb7871851c5e27b17be3c43cf8048,DateLastChanged
changed,PO Number,"[""S:014167""]",0d3f362d4fe70f67c67e7d03f7bacdada9614b9955c23e283f41cb7b439741ba,8190bde64ea0aba990d1ad5b31f219ce7b630e1be10b8249a4aaa3357b61dbcd,DateLastChanged
changed,PO Number,"[""S:015632""]",927991dd3625d77b1bed7c4c5dc7ec32b14e8ca6af3ab522ce9f00692ea06d6b,442d4e96faef7702b6dd57d5e3c3930674672d9339947466af9100896f0bdc48,DateLastChanged
changed,PO Number,"[""S:01667""]",26d7c10e841c0ad1cd2e056210ca3331df77488eaea90341e2883f3b2c2d9d37,031899fd66f15e13c49e553d879cc2e4cab4695d7d5f26a9caab805024d12562,DateLastChanged
changed,PO Number,"[""S:01668""]",59d0eec63f0612de6c5bb79880233502781b0ee434f66ae58277f76e337c2405,ae37fc89eef86a60779556bf2aa35688f14461957438a5b6ea5f27ddcba60d6e,DateLastChanged
changed,PO Number,"[""S:01669""]",dc49a957e4fef803b6c3d23fb4e09ed7f47eef027e72b34c66f49f0366e35396,f6be13489ce311d4505f6b4a7ef45bc02b5ed3973ccdf2021bb992192d6a7786,DateLastChanged
changed,PO Number,"[""S:017084246""]",7aefd5775de9d92b78094732b8453b4b63a944cfccff48e767c2d43a7e00f0bb,1724650889966654d4a7a2919ba751a7f1dcf29c6419cda163c51674494a6d7b,DateLastChanged
changed,PO Number,"[""S:01855""]",54e281d8a9a6e30ce95dca66a71dc29db7d2868d467fb7b7bd175504b47ee2b0,099999ddfd257e9aa12b41cef24eaa7425b40077fea88d10fa55e264910a3934,DateLastChanged
changed,PO Number,"[""S:01902""]",8d2c539e91e95c7a91697eab90a7d2d1c65aff5f836766c08c600b966372a5e1,c1f10c33992a16d2348504328e30a90f78d56270ec9e57318733b39146f1d567,DateLastChanged
changed,PO Number,"[""S:01917""]",5562f6c2e498858925467a5c1bbf3dafcb39445a83bb799448c80c771a9b5fe8,b5e9313c414a10317206b7f10cdc4f3f270504da428e0020d06d69b39c8275ff,DateLastChanged
changed,PO Number,"[""S:01918""]",309eefe913f91647f1cf6a642b7cb059d428b0f8831c289d91a782f2bca2f0d9,e8afbed0926eda7828e8367fdd18927d789ad5463ed2e6e9a441002b37dd2c31,DateLastChanged
changed,PO Number,"[""S:01926""]",3ba363bdb6aca2998c46c9f3f0f298961bf31149db99c6eaa6c3fb470e611171,0d693af2f384792c1bea431a57c94cc11ca0628345f63ea58e487589eab02d41,DateLastChanged
changed,PO Number,"[""S:01927""]",234e51f76b3be5ef3883c7e32b7af6e5309b4e602d54eb91e7c95dd509fa99d3,7b97a6ff2d0f069bad4b861fa902f61fc6f73085efdeef518a3853ff3533f783,DateLastChanged
changed,PO Number,"[""S:01938""]",f5b420220acc56c732c999eae59d984c0820e5f9341509ab49996d8eea371cee,7ec5ddcaef390353cc3e65bdedd1df302f64fe0d3551071b75e3579d10ec18a1,DateLastChanged
changed,PO Number,"[""S:01956""]",bfacdd9668a9863524afa4235380465be0238f300a32cc5b3282b213fbb88eb9,67eb0d986a3a59ece115b0265ea1b85a9a3d37f2596391dd6e49e6c27fe4e211,DateLastChanged
changed,PO Number,"[""S:01C26""]",60620a1a059356602f3aa5cf5052009d941d5084b924d0fe793c7c3bba21e193,417ee56d0c50dc56b86f0f974f5e78e06823023f3014de28c0448fdb7c7548e1,DateLastChanged
